"T DMSO","P DMSO","T MIX","P MIX","RR1","RR2","PURITY","SIMRES"
"315","1.5","315","2","1.25","0.75","0.995675316","OK"
"315","1.5","315","2","1.25","1","0.995675401","OK"
"315","1.5","315","2","1.25","1.25","0.995675423","OK"
"315","1.5","315","2.5","0.5","0.5","0.944153033","OK"
"315","1.5","315","2.5","0.5","0.75","0.94414639","OK"
"315","1.5","315","2.5","0.5","1","0.944148304","OK"
"315","1.5","315","2.5","0.5","1.25","0.944148374","OK"
"315","1.5","315","2.5","0.75","0.5","0.97973586","OK"
"315","1.5","315","2.5","0.75","0.75","0.97970864","OK"
"315","1.5","315","2.5","0.75","1","0.979710311","OK"
"315","1.5","315","2.5","0.75","1.25","0.97971052","OK"
"315","1.5","315","2.5","1","0.5","0.994584743","OK"
"315","1.5","315","2.5","1","0.75","0.994584296","OK"
"315","1.5","315","2.5","1","1","0.994583723","OK"
"315","1.5","315","2.5","1","1.25","0.994583716","OK"
"315","1.5","315","2.5","1.25","0.5","0.995676392","OK"
"315","1.5","315","2.5","1.25","0.75","0.995675316","OK"
"315","1.5","315","2.5","1.25","1","0.995675401","OK"
"315","1.5","315","2.5","1.25","1.25","0.995675423","OK"
"315","1.5","320","1","0.5","0.5","0.942745668","Warnings"
"315","1.5","320","1","0.5","0.75","0.942756898","Warnings"
"315","1.5","320","1","0.5","1","0.942757622","Warnings"
"315","1.5","320","1","0.5","1.25","0.942759109","Warnings"
"315","1.5","320","1","0.75","0.5","0.978580887","Warnings"
"315","1.5","320","1","0.75","0.75","0.978548887","Warnings"
"315","1.5","320","1","0.75","1","0.978552571","Warnings"
"315","1.5","320","1","0.75","1.25","0.978553699","Warnings"
"315","1.5","320","1","1","0.5","0.994471887","Warnings"
"315","1.5","320","1","1","0.75","0.994471767","Warnings"
"315","1.5","320","1","1","1","0.994471227","Warnings"
"315","1.5","320","1","1","1.25","0.99447123","Warnings"
"315","1.5","320","1","1.25","0.5","0.995655584","Warnings"
"315","1.5","320","1","1.25","0.75","0.995654482","Warnings"
"315","1.5","320","1","1.25","1","0.995654563","Warnings"
"315","1.5","320","1","1.25","1.25","0.995654579","Warnings"
"315","1.5","320","1.5","0.5","0.5","0.942749528","Warnings"
"315","1.5","320","1.5","0.5","0.75","0.942761704","Warnings"
"315","1.5","320","1.5","0.5","1","0.94275857","Warnings"
"315","1.5","320","1.5","0.5","1.25","0.942756704","Warnings"
"315","1.5","320","1.5","0.75","0.5","0.97858092","Warnings"
"315","1.5","320","1.5","0.75","0.75","0.97854887","Warnings"
"315","1.5","320","1.5","0.75","1","0.978552581","Warnings"
"315","1.5","320","1.5","0.75","1.25","0.978553695","Warnings"
"315","1.5","320","1.5","1","0.5","0.994471888","Warnings"
"315","1.5","320","1.5","1","0.75","0.994471767","Warnings"
"315","1.5","320","1.5","1","1","0.994471227","Warnings"
"315","1.5","320","1.5","1","1.25","0.99447123","Warnings"
"315","1.5","320","1.5","1.25","0.5","0.995655584","Warnings"
"315","1.5","320","1.5","1.25","0.75","0.995654482","Warnings"
"315","1.5","320","1.5","1.25","1","0.995654563","Warnings"
"315","1.5","320","1.5","1.25","1.25","0.995654579","Warnings"
"315","1.5","320","2","0.5","0.5","0.942749528","OK"
"315","1.5","320","2","0.5","0.75","0.942761704","OK"
"315","1.5","320","2","0.5","1","0.94275857","OK"
"315","1.5","320","2","0.5","1.25","0.942756704","OK"
"315","1.5","320","2","0.75","0.5","0.97858092","OK"
"315","1.5","320","2","0.75","0.75","0.97854887","OK"
"315","1.5","320","2","0.75","1","0.978552581","OK"
"315","1.5","320","2","0.75","1.25","0.978553695","OK"
"315","1.5","320","2","1","0.5","0.994471888","OK"
"315","1.5","320","2","1","0.75","0.994471767","OK"
"315","1.5","320","2","1","1","0.994471227","OK"
"315","1.5","320","2","1","1.25","0.99447123","OK"
"315","1.5","320","2","1.25","0.5","0.995655584","OK"
"315","1.5","320","2","1.25","0.75","0.995654482","OK"
"315","1.5","320","2","1.25","1","0.995654563","OK"
"315","1.5","320","2","1.25","1.25","0.995654579","OK"
"315","1.5","320","2.5","0.5","0.5","0.942749528","OK"
"315","1.5","320","2.5","0.5","0.75","0.942761704","OK"
"315","1.5","320","2.5","0.5","1","0.94275857","OK"
"315","1.5","320","2.5","0.5","1.25","0.942756704","OK"
"315","1.5","320","2.5","0.75","0.5","0.97858092","OK"
"315","1.5","320","2.5","0.75","0.75","0.97854887","OK"
"315","1.5","320","2.5","0.75","1","0.978552581","OK"
"315","1.5","320","2.5","0.75","1.25","0.978553695","OK"
"315","1.5","320","2.5","1","0.5","0.994471888","OK"
"315","1.5","320","2.5","1","0.75","0.994471767","OK"
"315","1.5","320","2.5","1","1","0.994471227","OK"
"315","1.5","320","2.5","1","1.25","0.99447123","OK"
"315","1.5","320","2.5","1.25","0.5","0.995655584","OK"
"315","1.5","320","2.5","1.25","0.75","0.995654482","OK"
"315","1.5","320","2.5","1.25","1","0.995654563","OK"
"315","1.5","320","2.5","1.25","1.25","0.995654579","OK"
"315","1.5","325","1","0.5","0.5","0.941316565","Warnings"
"315","1.5","325","1","0.5","0.75","0.9413047","Warnings"
"315","1.5","325","1","0.5","1","0.941301477","Warnings"
"315","1.5","325","1","0.5","1.25","0.941299332","Warnings"
"315","1.5","325","1","0.75","0.5","0.977345996","Warnings"
"315","1.5","325","1","0.75","0.75","0.977322762","Warnings"
"315","1.5","325","1","0.75","1","0.977321995","Warnings"
"315","1.5","325","1","0.75","1.25","0.977323832","Warnings"
"315","1.5","325","1","1","0.5","0.994342431","Warnings"
"315","1.5","325","1","1","0.75","0.994342166","Warnings"
"315","1.5","325","1","1","1","0.994341802","Warnings"
"315","1.5","325","1","1","1.25","0.99434167","Warnings"
"315","1.5","325","1","1.25","0.5","0.995632992","Warnings"
"315","1.5","325","1","1.25","0.75","0.995631577","Warnings"
"315","1.5","325","1","1.25","1","0.995631694","Warnings"
"315","1.5","325","1","1.25","1.25","0.995631653","Warnings"
"315","1.5","325","1.5","0.5","0.5","0.941283725","Warnings"
"315","1.5","325","1.5","0.5","0.75","0.941294631","Warnings"
"315","1.5","325","1.5","0.5","1","0.941303697","Warnings"
"315","1.5","325","1.5","0.5","1.25","0.941300173","Warnings"
"315","1.5","325","1.5","0.75","0.5","0.977350226","Warnings"
"315","1.5","325","1.5","0.75","0.75","0.97732431","Warnings"
"315","1.5","325","1.5","0.75","1","0.977321709","Warnings"
"315","1.5","325","1.5","0.75","1.25","0.977324902","Warnings"
"315","1.5","325","1.5","1","0.5","0.994342437","Warnings"
"315","1.5","325","1.5","1","0.75","0.994342167","Warnings"
"315","1.5","325","1.5","1","1","0.994341802","Warnings"
"315","1.5","325","1.5","1","1.25","0.99434167","Warnings"
"315","1.5","325","1.5","1.25","0.5","0.995632992","Warnings"
"315","1.5","325","1.5","1.25","0.75","0.995631577","Warnings"
"315","1.5","325","1.5","1.25","1","0.995631694","Warnings"
"315","1.5","325","1.5","1.25","1.25","0.995631653","Warnings"
"315","1.5","325","2","0.5","0.5","0.941283725","OK"
"315","1.5","325","2","0.5","0.75","0.941294631","OK"
"315","1.5","325","2","0.5","1","0.941303697","OK"
"315","1.5","325","2","0.5","1.25","0.941300173","OK"
"315","1.5","325","2","0.75","0.5","0.977350226","OK"
"315","1.5","325","2","0.75","0.75","0.97732431","OK"
"315","1.5","325","2","0.75","1","0.977321709","OK"
"315","1.5","325","2","0.75","1.25","0.977324902","OK"
"315","1.5","325","2","1","0.5","0.994342437","OK"
"315","1.5","325","2","1","0.75","0.994342167","OK"
"315","1.5","325","2","1","1","0.994341802","OK"
"315","1.5","325","2","1","1.25","0.99434167","OK"
"315","1.5","325","2","1.25","0.5","0.995632992","OK"
"315","1.5","325","2","1.25","0.75","0.995631577","OK"
"315","1.5","325","2","1.25","1","0.995631694","OK"
"315","1.5","325","2","1.25","1.25","0.995631653","OK"
"315","1.5","325","2.5","0.5","0.5","0.941283725","OK"
"315","1.5","325","2.5","0.5","0.75","0.941294631","OK"
"315","1.5","325","2.5","0.5","1","0.941303697","OK"
"315","1.5","325","2.5","0.5","1.25","0.941300173","OK"
"315","1.5","325","2.5","0.75","0.5","0.977350226","OK"
"315","1.5","325","2.5","0.75","0.75","0.97732431","OK"
"315","1.5","325","2.5","0.75","1","0.977321709","OK"
"315","1.5","325","2.5","0.75","1.25","0.977324902","OK"
"315","1.5","325","2.5","1","0.5","0.994342437","OK"
"315","1.5","325","2.5","1","0.75","0.994342167","OK"
"315","1.5","325","2.5","1","1","0.994341802","OK"
"315","1.5","325","2.5","1","1.25","0.99434167","OK"
"315","1.5","325","2.5","1.25","0.5","0.995632992","OK"
"315","1.5","325","2.5","1.25","0.75","0.995631577","OK"
"315","1.5","325","2.5","1.25","1","0.995631694","OK"
"315","1.5","325","2.5","1.25","1.25","0.995631653","OK"
"315","2","310","1","0.5","0.5","0.945489579","Warnings"
"315","2","310","1","0.5","0.75","0.945480893","Warnings"
"315","2","310","1","0.5","1","0.945478383","Warnings"
"315","2","310","1","0.5","1.25","0.945477292","Warnings"
"315","2","310","1","0.75","0.5","0.980823198","Warnings"
"315","2","310","1","0.75","0.75","0.980796528","Warnings"
"315","2","310","1","0.75","1","0.980795434","Warnings"
"315","2","310","1","0.75","1.25","0.980793923","Warnings"
"315","2","310","1","1","0.5","0.994683288","Warnings"
"315","2","310","1","1","0.75","0.994682444","Warnings"
"315","2","310","1","1","1","0.994682193","Warnings"
"315","2","310","1","1","1.25","0.994682035","Warnings"
"315","2","310","1","1.25","0.5","0.995695386","Warnings"
"315","2","310","1","1.25","0.75","0.995694347","Warnings"
"315","2","310","1","1.25","1","0.995694437","Warnings"
"315","2","310","1","1.25","1.25","0.995694482","Warnings"
"315","2","310","1.5","0.5","0.5","0.945498331","Warnings"
"315","2","310","1.5","0.5","0.75","0.945477837","Warnings"
"315","2","310","1.5","0.5","1","0.945479712","Warnings"
"315","2","310","1.5","0.5","1.25","0.94547743","Warnings"
"315","2","310","1.5","0.75","0.5","0.980823199","Warnings"
"315","2","310","1.5","0.75","0.75","0.98079653","Warnings"
"315","2","310","1.5","0.75","1","0.980795429","Warnings"
"315","2","310","1.5","0.75","1.25","0.980793919","Warnings"
"315","2","310","1.5","1","0.5","0.994683288","Warnings"
"315","2","310","1.5","1","0.75","0.994682444","Warnings"
"315","2","310","1.5","1","1","0.994682193","Warnings"
"315","2","310","1.5","1","1.25","0.994682035","Warnings"
"315","2","310","1.5","1.25","0.5","0.995695386","Warnings"
"315","2","310","1.5","1.25","0.75","0.995694347","Warnings"
"315","2","310","1.5","1.25","1","0.995694437","Warnings"
"315","2","310","1.5","1.25","1.25","0.995694482","Warnings"
"315","2","310","2","0.5","0.5","0.945498332","OK"
"315","2","310","2","0.5","0.75","0.945477836","OK"
"315","2","310","2","0.5","1","0.945479718","OK"
"315","2","310","2","0.5","1.25","0.945477431","OK"
"315","2","310","2","0.75","0.5","0.980823199","OK"
"315","2","310","2","0.75","0.75","0.980796531","OK"
"315","2","310","2","0.75","1","0.980795429","OK"
"315","2","310","2","0.75","1.25","0.980793919","OK"
"315","2","310","2","1","0.5","0.994683288","OK"
"315","2","310","2","1","0.75","0.994682444","OK"
"315","2","310","2","1","1","0.994682193","OK"
"315","2","310","2","1","1.25","0.994682035","OK"
"315","2","310","2","1.25","0.5","0.995695386","OK"
"315","2","310","2","1.25","0.75","0.995694347","OK"
"315","2","310","2","1.25","1","0.995694437","OK"
"315","2","310","2","1.25","1.25","0.995694482","OK"
"315","2","310","2.5","0.5","0.5","0.945498331","OK"
"315","2","310","2.5","0.5","0.75","0.945477837","OK"
"315","2","310","2.5","0.5","1","0.945479712","OK"
"315","2","310","2.5","0.5","1.25","0.94547743","OK"
"315","2","310","2.5","0.75","0.5","0.980823199","OK"
"315","2","310","2.5","0.75","0.75","0.98079653","OK"
"315","2","310","2.5","0.75","1","0.980795429","OK"
"315","2","310","2.5","0.75","1.25","0.980793919","OK"
"315","2","310","2.5","1","0.5","0.994683288","OK"
"315","2","310","2.5","1","0.75","0.994682444","OK"
"315","2","310","2.5","1","1","0.994682193","OK"
"315","2","310","2.5","1","1.25","0.994682035","OK"
"315","2","310","2.5","1.25","0.5","0.995695386","OK"
"315","2","310","2.5","1.25","0.75","0.995694347","OK"
"315","2","310","2.5","1.25","1","0.995694437","OK"
"315","2","310","2.5","1.25","1.25","0.995694482","OK"
"315","2","315","1","0.5","0.5","0.944143711","Warnings"
"315","2","315","1","0.5","0.75","0.94415187","Warnings"
"315","2","315","1","0.5","1","0.944148434","Warnings"
"315","2","315","1","0.5","1.25","0.944149075","Warnings"
"315","2","315","1","0.75","0.5","0.979737227","Warnings"
"315","2","315","1","0.75","0.75","0.97970749","Warnings"
"315","2","315","1","0.75","1","0.979709552","Warnings"
"315","2","315","1","0.75","1.25","0.979710491","Warnings"
"315","2","315","1","1","0.5","0.99458475","Warnings"
"315","2","315","1","1","0.75","0.994584297","Warnings"
"315","2","315","1","1","1","0.994583722","Warnings"
"315","2","315","1","1","1.25","0.994583716","Warnings"
"315","2","315","1","1.25","0.5","0.995676392","Warnings"
"315","2","315","1","1.25","0.75","0.995675316","Warnings"
"315","2","315","1","1.25","1","0.995675401","Warnings"
"315","2","315","1","1.25","1.25","0.995675423","Warnings"
"315","2","315","1.5","0.5","0.5","0.944153034","Warnings"
"315","2","315","1.5","0.5","0.75","0.94414639","Warnings"
"315","2","315","1.5","0.5","1","0.944148304","Warnings"
"315","2","315","1.5","0.5","1.25","0.944148374","Warnings"
"315","2","315","1.5","0.75","0.5","0.97973586","Warnings"
"315","2","315","1.5","0.75","0.75","0.97970864","Warnings"
"315","2","315","1.5","0.75","1","0.979710311","Warnings"
"315","2","315","1.5","0.75","1.25","0.97971052","Warnings"
"315","2","315","1.5","1","0.5","0.994584743","Warnings"
"315","2","315","1.5","1","0.75","0.994584296","Warnings"
"315","2","315","1.5","1","1","0.994583723","Warnings"
"315","2","315","1.5","1","1.25","0.994583716","Warnings"
"315","2","315","1.5","1.25","0.5","0.995676392","Warnings"
"315","2","315","1.5","1.25","0.75","0.995675316","Warnings"
"315","2","315","1.5","1.25","1","0.995675401","Warnings"
"315","2","315","1.5","1.25","1.25","0.995675423","Warnings"
"315","2","315","2","0.5","0.5","0.944153034","OK"
"315","2","315","2","0.5","0.75","0.944146391","OK"
"315","2","315","2","0.5","1","0.944148304","OK"
"315","2","315","2","0.5","1.25","0.944148374","OK"
"315","2","315","2","0.75","0.5","0.97973586","OK"
"315","2","315","2","0.75","0.75","0.97970864","OK"
"315","2","315","2","0.75","1","0.979710311","OK"
"315","2","315","2","0.75","1.25","0.97971052","OK"
"315","2","315","2","1","0.5","0.994584743","OK"
"315","2","315","2","1","0.75","0.994584296","OK"
"315","2","315","2","1","1","0.994583723","OK"
"315","2","315","2","1","1.25","0.994583716","OK"
"315","2","315","2","1.25","0.5","0.995676392","OK"
"315","2","315","2","1.25","0.75","0.995675316","OK"
"315","2","315","2","1.25","1","0.995675401","OK"
"315","2","315","2","1.25","1.25","0.995675423","OK"
"315","2","315","2.5","0.5","0.5","0.944153033","OK"
"315","2","315","2.5","0.5","0.75","0.94414639","OK"
"315","2","315","2.5","0.5","1","0.944148304","OK"
"315","2","315","2.5","0.5","1.25","0.944148373","OK"
"315","2","315","2.5","0.75","0.5","0.97973586","OK"
"315","2","315","2.5","0.75","0.75","0.97970864","OK"
"315","2","315","2.5","0.75","1","0.979710311","OK"
"315","2","315","2.5","0.75","1.25","0.97971052","OK"
"315","2","315","2.5","1","0.5","0.994584743","OK"
"315","2","315","2.5","1","0.75","0.994584296","OK"
"315","2","315","2.5","1","1","0.994583723","OK"
"315","2","315","2.5","1","1.25","0.994583716","OK"
"315","2","315","2.5","1.25","0.5","0.995676392","OK"
"315","2","315","2.5","1.25","0.75","0.995675316","OK"
"315","2","315","2.5","1.25","1","0.995675401","OK"
"315","2","315","2.5","1.25","1.25","0.995675423","OK"
"315","2","320","1","0.5","0.5","0.942745668","Warnings"
"315","2","320","1","0.5","0.75","0.942756898","Warnings"
"315","2","320","1","0.5","1","0.942757622","Warnings"
"315","2","320","1","0.5","1.25","0.94275911","Warnings"
"315","2","320","1","0.75","0.5","0.978580887","Warnings"
"315","2","320","1","0.75","0.75","0.978548887","Warnings"
"315","2","320","1","0.75","1","0.978552571","Warnings"
"315","2","320","1","0.75","1.25","0.978553699","Warnings"
"315","2","320","1","1","0.5","0.994471887","Warnings"
"315","2","320","1","1","0.75","0.994471767","Warnings"
"315","2","320","1","1","1","0.994471227","Warnings"
"315","2","320","1","1","1.25","0.99447123","Warnings"
"315","2","320","1","1.25","0.5","0.995655584","Warnings"
"315","2","320","1","1.25","0.75","0.995654482","Warnings"
"315","2","320","1","1.25","1","0.995654563","Warnings"
"315","2","320","1","1.25","1.25","0.995654579","Warnings"
"315","2","320","1.5","0.5","0.5","0.942749528","Warnings"
"315","2","320","1.5","0.5","0.75","0.942761704","Warnings"
"315","2","320","1.5","0.5","1","0.94275857","Warnings"
"315","2","320","1.5","0.5","1.25","0.942756704","Warnings"
"315","2","320","1.5","0.75","0.5","0.97858092","Warnings"
"315","2","320","1.5","0.75","0.75","0.97854887","Warnings"
"315","2","320","1.5","0.75","1","0.978552581","Warnings"
"315","2","320","1.5","0.75","1.25","0.978553695","Warnings"
"315","2","320","1.5","1","0.5","0.994471888","Warnings"
"315","2","320","1.5","1","0.75","0.994471767","Warnings"
"315","2","320","1.5","1","1","0.994471227","Warnings"
"315","2","320","1.5","1","1.25","0.99447123","Warnings"
"315","2","320","1.5","1.25","0.5","0.995655584","Warnings"
"315","2","320","1.5","1.25","0.75","0.995654482","Warnings"
"315","2","320","1.5","1.25","1","0.995654563","Warnings"
"315","2","320","1.5","1.25","1.25","0.995654579","Warnings"
"315","2","320","2","0.5","0.5","0.942749528","OK"
"315","2","320","2","0.5","0.75","0.942761704","OK"
"315","2","320","2","0.5","1","0.94275857","OK"
"315","2","320","2","0.5","1.25","0.942756704","OK"
"315","2","320","2","0.75","0.5","0.97858092","OK"
"315","2","320","2","0.75","0.75","0.97854887","OK"
"315","2","320","2","0.75","1","0.978552581","OK"
"315","2","320","2","0.75","1.25","0.978553695","OK"
"315","2","320","2","1","0.5","0.994471888","OK"
"315","2","320","2","1","0.75","0.994471767","OK"
"315","2","320","2","1","1","0.994471227","OK"
"315","2","320","2","1","1.25","0.99447123","OK"
"315","2","320","2","1.25","0.5","0.995655584","OK"
"315","2","320","2","1.25","0.75","0.995654482","OK"
